証券コード	業種	会社名	平均年収	従業員数	平均年齢	平均勤続年数	情報公開日
6358	機械	酒井重工業	"4,373,221 "	272 	41.1 	17.1 	2010/6/29
6359	上場廃止	粟村製作所	"4,762,000 "	222 	40.6 	16.6 	2004/6/30
6360	機械	東京自働機械製作所	"5,015,161 "	280 	40.7 	18.5 	2010/6/29
6361	機械	荏原	"6,406,469 "	"2,662 "	43.9 	18.1 	2010/6/29
6362	機械	石井鐵工所	"5,570,000 "	137 	36.9 	14.8 	2010/6/29
6363	機械	酉島製作所	"6,251,662 "	781 	40.0 	16.3 	2010/6/29
6364	機械	北越工業	"4,960,286 "	456 	42.5 	19.1 	2010/6/29
6365	機械	電業社機械製作所	"6,317,000 "	609 	41.9 	19.5 	2010/6/28
6366	建設業	千代田化工建設					2010/6/28
6367	機械	ダイキン工業	"6,697,919 "	"6,945 "	40.1 	16.5 	2010/6/29
6368	機械	オルガノ	"6,609,000 "	663 	40.1 	15.5 	2010/6/29
6369	機械	トーヨーカネツ	"6,645,143 "	274 	45.3 	19.9 	2010/6/29
6370	機械	栗田工業	"8,140,469 "	"2,172 "	40.4 	15.2 	2010/6/29
6371	機械	椿本チエイン	"5,689,432 "	"2,032 "	42.3 	16.2 	2010/6/30
6372	上場廃止	セイサ	"5,728,000 "	227 	47.0 	20.3 	2006/6/30
6373	機械	大同工業	"4,207,000 "	766 	43.5 	22.6 	2010/6/30
6374	上場廃止	ＴＣＭ	"5,891,353 "	942 	38.8 	13.0 	2009/6/24
6375	機械	日本コンベヤ	"6,916,000 "	113 	43.6 	14.7 	2010/6/29
6376	精密機器	日機装	"6,494,439 "	"1,776 "	39.3 	15.4 	2010/6/23
6378	機械	木村化工機	"6,858,174 "	377 	44.1 	18.4 	2010/6/25
6379	建設業	新興プランテック	"6,875,697 "	977 	45.5 	17.2 	2010/6/29
6380	機械	オリエンタルチエン工業	"3,589,000 "	168 	39.2 	12.6 	2010/6/25
6381	機械	アネスト岩田	"5,483,262 "	589 	44.4 	19.6 	2010/6/25
6382	機械	トリニティ工業	"4,787,000 "	811 	36.4 	11.0 	2010/6/29
6383	機械	ダイフク	"6,499,253 "	"2,528 "	39.7 	15.0 	2010/6/28
6384	機械	昭和真空	"5,633,000 "	214 	39.0 	12.1 	2010/6/28
6385	上場廃止	東精エンジニアリング	"7,281,970 "	285 	41.1 	10.4 	2005/6/29
6386	上場廃止	扶桑レクセル	"6,783,000 "	452 	34.2 	7.7 	2007/6/26
6387	機械	サムコ	"5,410,764 "	144 	36.0 	7.1 	2009/10/23
6390	機械	加藤製作所	"4,648,058 "	607 	41.4 	16.7 	2010/6/30
6391	機械	加地テック	"6,203,000 "	211 	42.5 	16.8 	2010/6/24
6392	機械	ヤマダコーポレーション	"4,336,658 "	207 	35.1 	12.5 	2010/6/29
6393	機械	油研工業	"5,401,000 "	479 	39.9 	18.0 	2010/6/28
6395	機械	タダノ	"5,277,568 "	"1,434 "	41.7 	17.6 	2010/6/28
6396	機械	宇野澤組鐵工所	"4,881,610 "	209 	39.2 	12.0 	2010/6/25
6397	機械	郷鉄工所	"3,597,000 "	153 	41.7 	14.5 	2010/6/30
6400	機械	不二精機	"4,794,843 "	130 	42.3 	16.5 	2010/3/29
6401	機械	ソディックプラステック	"4,257,934 "	342 	38.0 	9.8 	2010/6/30
6402	機械	兼松エンジニアリング	"4,698,348 "	156 	40.2 	12.6 	2010/6/21
6403	機械	水道機工	"5,912,362 "	340 	41.9 	16.6 	2010/6/29
6405	機械	鈴茂器工	"5,200,993 "	253 	38.0 	9.8 	2010/6/29
6406	機械	フジテック	"5,305,000 "	"3,045 "	38.1 	16.3 	2010/6/28
6407	機械	ＣＫＤ	"5,434,032 "	"2,310 "	40.0 	17.4 	2010/6/24
6408	機械	小倉クラッチ	"3,231,000 "	980 	38.4 	15.1 	2010/6/30
6409	上場廃止	キトー	"5,111,000 "	803 	41.3 	15.7 	2010/6/25
6411	機械	中野冷機	"6,305,653 "	484 	41.9 	19.2 	2010/3/30
6412	機械	平和	"5,599,567 "	764 	35.5 	8.6 	2010/6/29
6413	機械	理想科学工業	"5,948,844 "	"1,709 "	37.9 	13.5 	2010/6/25
6414	機械	川重冷熱工業	"6,124,000 "	506 	40.7 	16.0 	2010/6/30
6415	上場廃止	ニスカ	"5,462,931 "	750 	40.0 	17.2 	2008/3/25
6416	機械	桂川電機	"4,720,000 "	250 	42.2 	16.6 	2010/6/29
6417	機械	ＳＡＮＫＹＯ	"7,442,000 "	925 	36.6 	11.0 	2010/6/30
6418	機械	日本金銭機械	"5,184,000 "	301 	39.5 	12.6 	2010/6/25
6419	機械	マースエンジニアリング	"6,213,619 "	593 	34.7 	11.2 	2010/6/30
6420	機械	福島工業	"4,756,804 "	999 	36.2 	10.8 	2010/6/29
6421	上場廃止	キヤノンファインテック	"5,013,000 "	"1,691 "	38.8 	14.7 	2010/3/25
6423	機械	アビリット	"4,989,116 "	138 	40.6 	9.7 	2010/3/26
6424	機械	高見沢サイバネティックス	"4,336,759 "	412 	39.6 	16.8 	2010/6/30
6425	機械	ユニバーサルエンタテインメント	"6,419,612 "	774 	35.9 	5.6 	2010/6/30
6426	上場廃止	サミー	"6,581,474 "	975 	33.4 	4.1 	2004/6/30
6427	上場廃止	東北リコー	"6,445,004 "	"1,747 "	40.4 	18.5 	2003/6/18
6428	機械	オーイズミ	"4,813,000 "	197 	36.7 	9.7 	2010/6/29
6429	機械	タイヨーエレック	"5,601,000 "	316 	36.7 	6.2 	2010/6/23
6430	機械	ダイコク電機	"7,968,000 "	442 	40.9 	14.2 	2010/6/30
6432	機械	竹内製作所	"3,269,000 "	426 	37.7 	9.8 	2010/5/26
6433	機械	ヒーハイスト精工	"3,696,610 "	68 	37.2 	7.1 	2010/6/29
6436	機械	アマノ	"5,756,402 "	"2,098 "	39.4 	15.2 	2010/6/29
6437	機械	三條機械製作所	"4,014,000 "	557 	42.2 	22.3 	2010/6/30
6439	機械	中日本鋳工	"3,813,000 "	85 	42.6 	19.8 	2010/6/29
6440	機械	ＪＵＫＩ	"5,124,534 "	"1,196 "	41.8 	17.0 	2010/6/28
6443	機械	東洋製作所	"6,427,218 "	673 	39.0 	17.3 	2010/6/29
6444	機械	サンデン	"5,159,800 "	"2,598 "	40.8 	17.5 	2010/6/23
6445	機械	蛇の目ミシン工業	"5,325,552 "	"1,159 "	44.3 	19.7 	2010/6/25
6448	電気機器	ブラザー工業	"6,467,247 "	"4,169 "	38.3 	14.1 	2010/6/24
6453	機械	シルバー精工	"4,634,880 "	58 	45.7 	15.1 	2010/7/1
6454	機械	マックス	"5,665,000 "	"1,296 "	40.6 	16.1 	2010/6/29
6455	輸送用機器	モリタホールディングス	"6,282,429 "	74 	40.3 	12.0 	2010/6/29
6457	機械	グローリー	"6,178,494 "	"3,516 "	39.5 	15.9 	2010/6/28
6458	機械	新晃工業	"6,237,000 "	257 	39.0 	15.0 	2010/6/29
6459	機械	大和冷機工業	"3,909,065 "	"1,706 "	34.3 	7.9 	2010/3/31
6460	機械	セガサミーホールディングス	"7,348,604 "	108 	35.5 	3.1 	2010/6/24
6461	機械	日本ピストンリング	"4,728,459 "	489 	36.3 	13.2 	2010/6/29
6462	機械	リケン	"5,326,913 "	"1,696 "	39.0 	17.1 	2010/6/25
6463	機械	ＴＰＲ	"5,433,453 "	898 	40.7 	17.0 	2010/6/25
6465	機械	ホシザキ電機	"6,242,183 "	"1,329 "	41.8 	17.1 	2010/3/26
6466	機械	東亜バルブエンジニアリング	"5,876,147 "	22 	41.5 	3.6 	2009/12/22
6467	機械	ニチダイ	"4,616,956 "	316 	35.6 	13.1 	2010/6/29
6468	上場廃止	駿河精機	"5,971,198 "	517 	36.6 	10.9 	2005/6/24
6469	機械	放電精密加工研究所	"5,330,971 "	547 	36.2 	10.5 	2010/5/28
6470	機械	大豊工業	"5,432,368 "	"1,729 "	35.2 	12.8 	2010/6/23
6471	機械	日本精工	"6,317,724 "	"5,932 "	39.2 	15.7 	2010/6/25
6472	機械	ＮＴＮ	"5,959,910 "	"5,421 "	41.2 	19.4 	2010/6/28
6473	機械	ジェイテクト	"6,388,294 "	"10,105 "	39.7 	17.1 	2010/6/29
6474	機械	不二越					2010/2/25
6475	上場廃止	天辻鋼球製作所	"5,882,803 "	561 	37.2 	16.3 	2005/6/29
6476	機械	富士テクニカ	"3,997,544 "	443 	38.4 	15.6 	2010/6/29
6477	上場廃止	ツバキ・ナカシマ	"5,598,000 "	7 	43.4 	2.1 	2007/6/29
6478	機械	ダイベア	"5,441,291 "	580 	34.4 	12.3 	2010/6/29
6479	電気機器	ミネベア	"5,506,000 "	"2,814 "	41.0 	16.8 	2010/6/29
6480	機械	日本トムソン	"5,368,590 "	908 	39.4 	17.6 	2010/6/29
6481	機械	ＴＨＫ	"4,493,677 "	"3,336 "	36.2 	13.6 	2010/6/21
6482	機械	ユーシン精機	"4,728,100 "	420 	35.0 	9.0 	2010/6/30
6483	上場廃止	川重防災工業	"6,192,000 "	257 	40.8 	14.7 	2007/6/26
6484	機械	ＫＶＫ	"5,121,000 "	768 	41.2 	12.3 	2010/6/28
6485	機械	前澤給装工業	"5,303,340 "	429 	37.1 	12.9 	2010/6/28
6486	機械	イーグル工業	"6,205,138 "	894 	40.5 	18.8 	2010/6/24
6487	機械	積水工機製作所	"5,611,000 "	188 	39.2 	17.1 	2010/6/25
6488	機械	ヨシタケ	"5,686,698 "	261 	39.6 	14.5 	2010/6/25
6489	機械	前澤工業	"5,749,380 "	715 	45.8 	18.6 	2009/8/28
6490	機械	日本ピラー工業	"5,787,818 "	652 	37.6 	14.3 	2010/6/25
6492	機械	岡野バルブ製造	"6,105,109 "	408 	40.5 	19.8 	2010/2/26
6493	機械	日鍛バルブ	"5,957,877 "	896 	39.0 	15.6 	2010/6/25
6494	機械	ＮＦＫホールディングス	"5,758,000 "	8 	40.6 	1.6 	2010/6/25
6495	機械	宮入バルブ製作所	"4,343,580 "	251 	43.7 	13.2 	2010/6/28
6496	機械	中北製作所	"6,438,058 "	548 	39.1 	13.7 	2009/8/28
6497	機械	ハマイ	"4,712,093 "	231 	41.0 	15.7 	2010/3/31
6498	機械	キッツ	"6,494,197 "	"1,019 "	41.8 	17.3 	2010/6/29
6499	上場廃止	大隈エンジニアリング	"6,170,000 "	98 	46.5 	27.0 	2005/6/28
6501	電気機器	日立製作所	"7,003,817 "	"31,065 "	39.7 	17.7 	2010/6/29
6502	電気機器	東芝	"7,451,848 "	"34,539 "	40.8 	17.2 	2010/6/23
6503	電気機器	三菱電機	"7,486,001 "	"33,890 "	41.7 	19.2 	2010/6/29
6504	電気機器	富士電機ホールディングス	"7,232,356 "	655 	41.2 	15.5 	2010/6/24
6505	電気機器	東洋電機製造	"5,899,196 "	853 	39.7 	15.8 	2009/8/31
6506	電気機器	安川電機	"6,755,822 "	"3,241 "	41.3 	19.8 	2010/6/18
6507	電気機器	シンフォニアテクノロジー	"4,918,000 "	"2,097 "	39.4 	17.0 	2010/6/29
6508	電気機器	明電舎	"6,782,987 "	"3,756 "	41.6 	18.0 	2010/6/25
6513	電気機器	オリジン電気	"5,436,000 "	807 	43.6 	17.7 	2010/6/29
6516	電気機器	山洋電気	"3,885,000 "	"1,674 "	38.9 	15.7 	2010/6/17
6517	電気機器	デンヨー	"4,997,188 "	474 	41.3 	16.1 	2010/6/30
6518	電気機器	三相電機	"4,466,000 "	395 	39.9 	14.5 	2010/6/21
6519	上場廃止	エネサーブ	"7,558,680 "	166 	46.1 	14.2 	2008/6/27
6581	機械	日立工機	"6,407,363 "	"1,557 "	41.8 	20.1 	2010/6/25
6584	輸送用機器	三桜工業	"4,909,515 "	"1,938 "	38.0 	14.5 	2010/6/24
6585	電気機器	日本電産サーボ	"4,723,000 "	602 	41.4 	18.1 	2010/6/21
6586	機械	マキタ	"6,092,417 "	"2,865 "	40.8 	19.3 	2010/6/28
6588	電気機器	東芝テック	"6,905,000 "	"3,426 "	41.8 	16.6 	2010/6/25
6590	電気機器	芝浦メカトロニクス	"5,540,506 "	980 	39.8 	14.4 	2010/6/22
6591	電気機器	西芝電機	"5,636,347 "	688 	43.7 	19.4 	2010/6/29
6592	電気機器	マブチモーター	"6,060,075 "	832 	42.5 	18.1 	2010/3/31
6593	電気機器	ローヤル電機	"3,875,404 "	154 	40.2 	11.5 	2010/6/24
6594	電気機器	日本電産	"5,498,627 "	"1,761 "	36.1 	9.2 	2010/6/23
6621	電気機器	高岳製作所	"6,060,000 "	"1,105 "	42.2 	19.0 	2010/6/29
6622	電気機器	ダイヘン	"6,286,000 "	889 	37.3 	13.2 	2010/6/29
6623	電気機器	愛知電機	"5,775,000 "	771 	42.5 	17.9 	2010/6/29
6624	電気機器	田淵電機	"5,208,800 "	241 	40.6 	12.1 	2010/6/29
6632	電気機器	ＪＶＣ・ケンウッド・ホールディングス	"5,758,051 "	"1,044 "	43.0 	19.0 	2010/6/24
6633	電気機器	Ｃ＆Ｇシステムズ	"5,648,000 "	3 	42.9 	11.4 	2010/3/31
6634	電気機器	ネットインデックス	"6,817,000 "	86 	39.0 	6.0 	2009/6/29
6635	電気機器	大日光・エンジニアリング	"3,346,456 "	441 	33.8 	8.4 	2010/3/30
6636	電気機器	シスウェーブ	"4,412,000 "	219 	33.2 	8.0 	2010/6/25
6637	電気機器	寺崎電気産業	"4,296,895 "	758 	42.5 	21.1 	2010/6/30
6638	電気機器	ミマキエンジニアリング	"5,090,397 "	595 	37.4 	7.7 	2010/6/29
6639	電気機器	コンテック	"6,228,000 "	233 	40.4 	16.3 	2010/6/25
6640	電気機器	第一精工	"4,211,000 "	"1,352 "	35.9 	11.7 	2010/6/29
6641	電気機器	日新電機	"6,945,000 "	"1,993 "	42.2 	19.3 	2010/6/24
6643	電気機器	戸上電機製作所	"5,104,200 "	422 	41.6 	20.9 	2010/6/29
6644	電気機器	大崎電気工業	"6,726,000 "	566 	41.5 	17.6 	2010/6/30
6645	電気機器	オムロン	"6,535,000 "	"5,133 "	40.0 	14.0 	2010/6/23
6646	電気機器	エナジーサポート	"5,964,000 "	343 	42.0 	19.4 	2010/6/29
6647	電気機器	森尾電機	"4,504,000 "	254 	36.5 	12.1 	2010/6/29
6648	電気機器	かわでん	"4,751,911 "	675 	36.2 	15.0 	2010/6/28
6650	上場廃止	春日電機	"5,131,520 "	176 	39.8 	16.5 	2008/6/30
6651	電気機器	日東工業	"5,073,510 "	"1,842 "	38.5 	15.1 	2010/6/30
6652	電気機器	ＩＤＥＣ	"5,100,000 "	993 	41.7 	16.5 	2010/6/21
6653	電気機器	正興電機製作所	"5,455,000 "	554 	43.5 	16.7 	2010/3/30
6654	電気機器	不二電機工業	"4,925,405 "	260 	37.2 	11.5 	2010/4/28
6655	電気機器	東洋電機	"4,911,000 "	244 	40.9 	16.5 	2010/6/23
6656	電気機器	インスペック	"5,443,900 "	32 	43.6 	8.5 	2010/7/26
6657	電気機器	ニッポ電機	"5,521,602 "	149 	38.4 	15.5 	2010/6/21
6658	電気機器	シライ電子工業	"3,993,877 "	479 	35.8 	11.4 	2010/6/29
6659	電気機器	メディアグローバルリンクス	"7,088,000 "	66 	38.1 	5.7 	2010/6/24
6660	電気機器	インネクスト	"4,587,000 "	24 	43.3 	2.6 	2009/9/30
6661	電気機器	オプテックス・エフエー	"5,886,000 "	64 	37.8 	3.7 	2010/3/29
6662	電気機器	ユビテック	"6,297,852 "	195 	38.9 	5.1 	2009/9/18
6663	電気機器	太洋工業	"4,396,666 "	274 	37.5 	9.5 	2010/3/19
6664	電気機器	オプトエレクトロニクス	"5,669,568 "	109 	38.3 	4.5 	2010/2/25
6665	電気機器	エルピーダメモリ	"5,896,000 "	"3,169 "	34.6 	5.4 	2010/6/25
6666	電気機器	リバーエレテック	"4,007,560 "	113 	38.0 	12.0 	2010/6/30
6667	電気機器	シコー	"5,163,746 "	65 	41.1 	5.7 	2010/3/30
6668	電気機器	アドテック　プラズマ　テクノロジー	"4,338,171 "	136 	36.9 	5.3 	2009/11/30
6669	電気機器	シーシーエス	"5,541,000 "	234 	37.1 	4.4 	2009/10/27
6670	電気機器	ＭＣＪ	"5,637,302 "	34 	32.4 	2.5 	2010/6/29
6671	電気機器	アーム電子	"3,840,043 "	214 	41.7 	6.1 	2009/8/27
6672	電気機器	レイテックス	"7,260,000 "	116 	41.0 	3.8 	2009/8/28
6674	電気機器	ジーエス・ユアサ　コーポレーション	"7,477,007 "	375 	40.3 	15.1 	2010/6/29
6675	電気機器	サクサホールディングス	"5,409,000 "	19 	50.7 	2.6 	2010/6/29
6676	電気機器	メルコホールディングス	"6,094,000 "	70 	37.4 	8.6 	2010/6/29
6677	電気機器	エスケーエレクトロニクス	"6,022,000 "	248 	40.3 	5.7 	2009/12/18
6678	電気機器	テクノメディカ	"6,257,000 "	191 	35.0 	7.1 	2010/6/24
6679	電気機器	サイレックス・テクノロジー	"5,258,000 "	227 	35.9 	10.9 	2010/3/31
6701	電気機器	ＮＥＣ	"7,168,437 "	"24,871 "	40.0 	15.5 	2010/6/22
6702	電気機器	富士通	"7,644,521 "	"25,134 "	41.4 	18.5 	2010/6/21
6703	電気機器	ＯＫＩ	"5,804,001 "	"3,170 "	41.3 	19.1 	2010/6/29
6704	電気機器	岩崎通信機	"5,825,832 "	401 	41.8 	16.9 	2010/6/29
6705	上場廃止	ＮＥＣインフロンティア	"7,015,801 "	"1,351 "	40.0 	12.9 	2006/6/22
6706	電気機器	電気興業	"6,402,000 "	663 	41.1 	15.0 	2010/6/29
6707	電気機器	サンケン電気	"5,719,397 "	"1,311 "	41.0 	16.5 	2010/6/25
6708	上場廃止	エプソントヨコム	"6,890,000 "	"2,766 "	41.3 	19.3 	2009/6/29
6709	電気機器	明星電気	"5,892,000 "	288 	44.4 	20.2 	2010/6/29
6710	上場廃止	大興電機製作所	"4,902,400 "	638 	42.1 	20.3 	2003/6/27
6712	上場廃止	田村電機製作所	"6,270,000 "	360 	38.5 	15.9 	2003/6/27
6715	電気機器	ナカヨ通信機	"3,737,029 "	643 	37.3 	14.4 	2010/6/29
6716	電気機器	テクニカル電子	"4,235,000 "	156 	42.1 	17.4 	2010/6/29
6717	上場廃止	富士通アクセス	"5,567,652 "	693 	43.3 	19.1 	2007/6/28
6718	電気機器	アイホン	"5,799,000 "	"1,026 "	37.0 	13.2 	2010/6/30
6719	電気機器	富士通コンポーネント	"5,323,246 "	365 	39.2 	15.1 	2010/6/25
6720	上場廃止	プリヴェ企業投資ホールディングス	"12,577,514 "	33 	40.2 	2.2 	2008/6/27
6721	電気機器	ウインテスト	"6,336,065 "	30 	42.3 	6.2 	2009/10/30
6722	電気機器	エイアンドティー	"6,486,401 "	374 	38.8 	10.9 	2010/3/26
6723	電気機器	ルネサスエレクトロニクス	"6,099,219 "	"6,132 "	42.5 	6.2 	2010/6/25
6724	電気機器	セイコーエプソン	"6,156,000 "	"13,502 "	41.9 	18.5 	2010/6/23
6726	上場廃止	オー・エイチ・ティー	"4,193,742 "	107 	36.0 	5.3 	2009/7/31
6727	電気機器	ワコム	"6,227,748 "	490 	39.1 	8.4 	2010/6/25
6728	電気機器	アルバック	"6,952,132 "	"2,130 "	37.5 	11.4 	2009/9/29
6729	電気機器	オンキヨー	"5,974,910 "	564 	39.1 	12.1 	2010/6/24
6730	電気機器	アクセル	"11,260,000 "	78 	37.4 	4.4 	2010/6/21
6731	電気機器	ピクセラ	"5,138,538 "	192 	36.3 	5.2 	2009/12/25
6732	上場廃止	ノース	"4,833,000 "	70 	35.3 	4.3 	2005/12/26
6734	電気機器	ニューテック	"5,724,280 "	77 	38.0 	5.1 	2010/5/21
6735	上場廃止	ディーアンドエムホールディングス	"7,289,046 "	"1,018 "	43.0 	16.0 	2008/6/27
6736	電気機器	サン電子	"5,810,451 "	287 	36.8 	8.8 	2010/6/24
6737	電気機器	ナナオ	"5,173,225 "	807 	36.3 	12.8 	2010/6/25
6738	電気機器	東研	"4,778,000 "	158 	41.3 	12.4 	2010/7/27
6739	上場廃止	アドテックス	"7,393,000 "	133 	43.1 	3.8 	2005/3/31
6741	電気機器	日本信号	"7,525,217 "	"1,292 "	42.2 	18.5 	2010/6/24
6742	電気機器	京三製作所	"6,917,657 "	"1,206 "	36.6 	14.0 	2010/6/25
6743	電気機器	大同信号	"5,266,943 "	490 	40.1 	14.8 	2010/6/29
6744	電気機器	能美防災	"7,972,136 "	"1,422 "	38.7 	16.0 	2010/6/25
6745	電気機器	ホーチキ	"7,341,226 "	"1,145 "	40.4 	16.4 	2010/6/29
6747	電気機器	小糸工業	"5,714,132 "	"1,561 "	40.8 	15.7 	2010/6/28
6748	電気機器	星和電機	"6,080,304 "	613 	39.7 	14.4 	2010/6/30
6749	電気機器	マスプロ電工	"6,927,000 "	936 	43.2 	20.5 	2010/6/28
6750	電気機器	エレコム	"5,202,921 "	596 	32.8 	6.8 	2010/6/30
6751	電気機器	日本無線	"6,361,499 "	"2,856 "	42.1 	20.1 	2010/6/29
6752	電気機器	パナソニック	"7,562,599 "	"42,356 "	44.3 	22.7 	2010/6/28
6753	電気機器	シャープ	"6,777,000 "	"22,331 "	41.4 	19.9 	2010/6/23
6754	電気機器	アンリツ	"5,150,000 "	831 	39.5 	15.9 	2010/6/24
6755	電気機器	富士通ゼネラル	"6,654,000 "	"1,473 "	41.0 	17.9 	2010/6/25
6756	電気機器	日立国際電気	"6,050,495 "	"2,692 "	41.8 	16.7 	2010/6/25
6757	電気機器	ＯＳＧコーポレーション	"4,375,000 "	235 	34.2 	7.6 	2010/4/28
6758	電気機器	ソニー	"8,650,168 "	"16,230 "	40.4 	15.9 	2010/6/28
6759	上場廃止	ＮＥＣトーキン	"5,980,000 "	"2,289 "	43.2 	21.4 	2009/6/26
6760	上場廃止	カシオマイクロニクス	"5,354,000 "	846 	35.5 	6.2 	2008/6/25
6761	上場廃止	アイワ	"5,195,000 "	"1,114 "	36.2 	11.7 	2002/6/21
6762	電気機器	ＴＤＫ	"7,088,547 "	"3,572 "	41.8 	19.1 	2010/6/29
6763	電気機器	帝国通信工業	"5,348,990 "	457 	39.6 	16.1 	2010/6/29
6764	電気機器	三洋電機	"5,990,948 "	"9,504 "	41.4 	19.3 	2010/6/23
6765	上場廃止	ケンウッド	"6,611,518 "	"1,622 "	39.3 	14.1 	2008/6/27
6766	電気機器	宮越商事	"4,544,000 "	26 	49.3 	6.4 	2010/6/29
6767	電気機器	ミツミ電機	"6,165,000 "	"2,927 "	41.6 	15.4 	2010/6/28
6768	電気機器	タムラ製作所	"5,236,000 "	644 	39.0 	13.0 	2010/6/29
6769	電気機器	ザインエレクトロニクス	"7,007,000 "	169 	34.8 	3.9 	2010/3/26
6770	電気機器	アルプス電気	"5,048,859 "	"5,854 "	41.0 	18.8 	2010/6/25
6771	電気機器	池上通信機	"5,578,629 "	"1,017 "	45.8 	22.6 	2010/6/29
6772	電気機器	東京コスモス電機	"3,902,400 "	177 	41.0 	19.5 	2010/6/25
6773	電気機器	パイオニア	"6,423,213 "	"4,167 "	39.5 	16.8 	2010/6/25
6774	上場廃止	カノープス	"6,201,866 "	174 	33.6 	4.9 	2006/5/29
6775	電気機器	東和メックス	"4,867,955 "	65 	40.5 	13.2 	2010/6/30
6776	化学	天昇電気工業	"3,508,000 "	834 	34.5 	9.4 	2010/6/29
6777	電気機器	ｓａｎｔｅｃ	"4,757,000 "	155 	36.9 	9.3 	2010/6/18
6778	電気機器	アルチザネットワークス	"4,772,661 "	76 	32.7 	6.4 	2009/10/29
6779	電気機器	日本電波工業	"4,739,000 "	"1,143 "	37.2 	11.3 	2010/6/25
6781	上場廃止	松下通信工業	"7,749,394 "	"7,309 "	38.4 	17.0 	2002/6/27
6784	電気機器	プラネックスホールディング	"4,906,000 "	33 	32.5 	2.0 	2010/3/26
6785	電気機器	鈴木	"4,169,538 "	505 	37.0 	15.5 	2009/9/25
6786	電気機器	リアルビジョン	"5,827,000 "	26 	35.7 	4.1 	2010/6/25
6787	電気機器	メイコー	"5,288,239 "	784 	40.7 	9.5 	2010/6/29
6788	電気機器	日本トリム	"5,333,000 "	323 	38.1 	8.1 	2010/6/25
6789	電気機器	ローランド　ディー．ジー．	"5,285,455 "	634 	37.2 	9.4 	2010/6/17
6790	電気機器	野田スクリーン	"5,168,000 "	168 	37.8 	7.3 	2010/7/26
6791	情報・通信業	コロムビアミュージックエンタテインメント	"5,909,016 "	299 	40.1 	11.2 	2010/6/24
6792	上場廃止	日本ビクター	"7,245,114 "	"3,460 "	43.1 	21.5 	2009/6/24
6793	電気機器	山水電気	"4,225,047 "	6 	37.8 	5.2 	2010/3/30
6794	電気機器	フォスター電機	"6,420,237 "	501 	41.8 	16.3 	2010/6/22
6796	電気機器	クラリオン	"5,606,000 "	"1,502 "	41.2 	14.0 	2010/6/28
6797	電気機器	名古屋電機工業	"6,296,028 "	437 	40.3 	17.1 	2010/6/29
6798	電気機器	ＳＭＫ	"5,587,359 "	"1,158 "	41.6 	16.4 	2010/6/24
6800	電気機器	ヨコオ	"5,543,638 "	499 	38.4 	11.0 	2010/6/29
6801	電気機器	東光	"5,145,000 "	562 	38.3 	15.2 	2010/6/29
6803	電気機器	ティアック	"5,799,852 "	469 	44.4 	17.7 	2010/6/24
6804	電気機器	ホシデン	"6,648,514 "	833 	42.5 	18.7 	2010/6/29
6806	電気機器	ヒロセ電機	"6,028,000 "	802 	35.4 	10.9 	2010/6/29
6807	電気機器	日本航空電子工業	"5,700,000 "	"1,826 "	40.8 	18.3 	2010/6/24
